Year,Species,CA14_2,ID33_1,ID33_2,ID33_3,MT53_1,NV55_1,NV55_3,OR69_2,OR69_3,UT85_1,WA89_2,CA14_1,CA14_3,CA14_4,CA14_5,CA14_6,CA14_7,OR69_1,WA89_1,MT53_2,WY92_1,AZ6_1,AZ6_2,AZ6_3,NM60_1,NV55_2,UT85_2,UT85_3
1975,AGWT,5.564520407,NA,5.416100402,2.197224576,5.252273427,7.323830566,7.741099091,6.958448394,4.46590812,8.509967147,9.295232839,2.772588723,10.63732072,6.188264123,11.59257733,NA,8.165079258,10.29893599,8.693999568,NA,4.317488113,NA,6.888572459,NA,4.934473933,4.615120517,5.560681631,NA
1976,AGWT,6.311734809,NA,4.875197324,5.379897354,4.510859506,7.16317239,7.875119281,9.195125205,5.252273427,8.024207486,9.430278792,7.852050208,10.86141914,8.883362918,11.11007194,NA,8.977272739,10.0305166,10.38924149,NA,3.218875826,NA,6.23636959,NA,4.875197324,5.351858133,6.416732282,NA
1977,AGWT,6.908754778,NA,5.327876168,4.804021045,5.323009979,6.976348071,6.938284483,7.683403681,4.770684624,7.548555979,8.701013624,7.346655164,10.73424218,8.372398606,11.28559817,NA,8.62891344,9.499571245,9.427385365,NA,3.218875826,NA,6.685860947,NA,5.424950017,3.713572067,6.97260625,3.688879453
1978,AGWT,6.398594935,NA,6.115892125,5.560681631,3.433987205,7.939871577,6.781057625,5.272999558,7.099201743,8.371242135,8.5201887,3.931825632,11.54317335,7.453561871,11.42049214,NA,9.173780117,9.889996963,9.121727713,NA,3.332204509,3.044522438,6.486160788,NA,2.397895272,4.394449155,7.36707706,3.828641397
1979,AGWT,5.993961428,NA,6.43454652,4.86753445,4.875197324,6.792344427,8.108021222,5.556828062,6.432940093,5.948034989,NA,6.820016365,10.70360395,9.771726022,12.14744197,NA,8.323851132,7.752764809,9.136047768,NA,NA,NA,8.095903532,NA,NA,1.791759468,4.812184354,NA
1980,AGWT,7.090909821,NA,5.468060141,NA,NA,8.163656175,5.739792912,7.25841215,5.010635294,6.597145703,7.938445552,5.564520407,11.61046951,8.551787837,11.71705744,NA,8.628018746,7.880426343,9.660268838,NA,NA,4.634728989,8.423102269,NA,2.772588723,2.397895272,7.669961995,4.65396035
1981,AGWT,8.848078422,NA,7.57712193,5.680172608,5.556828062,8.534246946,6.698268054,7.966586697,7.102499356,8.667507951,9.687753979,7.21229447,11.58068691,9.218407744,11.25397337,7.846198814,6.634633358,8.62389281,9.411974239,NA,NA,NA,7.156956364,NA,2.772588723,4.709530202,7.529406459,7.532088144
1982,AGWT,5.602118821,NA,5.840641658,3.178053831,5.204006687,6.643789733,6.94793707,6.561030666,3.80666249,6.814542897,8.471358655,7.479299637,11.96381635,7.26612878,11.44663608,7.916078097,8.33710913,9.267948684,8.717845706,NA,NA,NA,7.012115295,NA,NA,5.017279836,7.865955414,3.87120101
1983,AGWT,4.262679878,NA,6.089044874,2.397895272,5.0937502,7.824445931,7.057036982,7.753623546,2.944438979,8.724695047,8.709960006,5.564520407,11.95617436,8.033009498,10.5538838,7.044032898,7.955425088,9.373479108,8.080856419,NA,4.025351691,NA,6.530877628,NA,NA,4.262679878,6.762729506,3.135494216
1984,AGWT,NA,NA,6.881411304,1.38629436,5.564520407,8.38731227,6.255750041,5.786897381,5.28826703,5.537334268,8.761393484,7.197435354,11.9321028,9.084890521,11.76446987,6.206575926,7.826443136,9.844639477,9.247636158,NA,5.398162702,NA,5.886104032,NA,NA,5.771441122,7.638198244,5.293304824
1985,AGWT,7.090909821,NA,5.241747015,3.433987205,5.902633332,6.769641977,6.66057515,7.396335293,4.442651257,4.836281907,8.561210077,6.493753839,11.19025159,8.813735892,10.27938652,7.356279877,7.26612878,9.403519439,8.37262974,1.791759468,3.931825632,NA,6.897704944,NA,NA,5.081404365,6.559615237,4.382026635
1986,AGWT,5.707110266,NA,6.03787092,1.609437912,4.262679878,7.107425474,7.147559272,6.251903884,3.258096538,4.941642423,8.272570608,5.010635294,11.45758187,8.919586922,10.71940531,8.140607043,8.249313745,9.695602004,8.4661104,NA,NA,NA,7.16317239,NA,4.262679878,4.795790545,4.828313737,4.356708827
1987,AGWT,5.707110266,NA,5.908082939,4.174387271,3.332204509,9.777413994,5.771441122,7.17088848,6.228511003,5.438079309,8.73230457,7.396948603,12.02374709,10.17812238,11.41112527,8.62173337,8.882252885,9.806425839,8.674709629,NA,4.189654743,NA,6.663132696,NA,NA,5.141663556,7.435438021,6.272877007
1988,AGWT,NA,NA,6.424869024,NA,2.48490665,6.338594078,6.938284483,6.401917196,5.170483995,6.361302478,9.092569836,8.114922975,12.74730332,8.471149253,10.88446054,7.696667083,7.960323628,10.14191373,9.418492105,NA,4.564348191,NA,6.65415252,NA,NA,4.510859506,6.517671274,5.356586275
1989,AGWT,7.601402335,NA,6.496774989,5.308267696,5.433722003,5.081404365,5.707110266,7.158513998,4.997212273,7.60489448,8.684231891,7.75961415,11.8756292,9.856029002,10.50042665,7.259116128,7.487733762,10.24469854,9.153558359,NA,4.852030265,NA,6.84054653,NA,NA,4.394449155,6.03787092,5.866468056
1990,AGWT,NA,5.303304907,6.595780514,NA,4.882801922,7.456454555,8.042699497,7.460490306,6.133398042,8.602453035,8.976514972,7.942006808,11.65508453,10.31121676,11.28866879,8.65625924,9.126306375,9.934307694,8.845633256,NA,5.056245804,NA,7.550135343,NA,NA,5.198497032,6.725033641,5.023880521
1991,AGWT,NA,NA,7.444248649,2.63905733,4.718498872,6.733401892,7.6453977,6.386879319,4.990432587,7.43955931,7.844240719,8.235890726,11.70359541,9.899881058,11.90385883,8.095903532,8.150756469,8.391629967,8.667680026,1.38629436,2.197224576,NA,8.467792842,NA,NA,4.454347296,6.904750769,3.737669617
1992,AGWT,9.680468993,5.081404365,6.124683391,3.555348061,5.010635294,6.878326469,7.518064182,7.569927655,6.552507887,9.783126197,8.89123643,9.03169206,11.83821397,10.29987828,11.49344699,8.720297286,8.108021222,9.94783931,8.342839803,NA,2.833213343,NA,8.068402959,NA,NA,4.510859506,7.964850888,5.342334252
1993,AGWT,NA,NA,6.618738984,NA,3.36729583,6.385194398,7.123672784,6.617402978,3.891820298,8.292298107,8.121777418,NA,11.94110399,10.21001591,11.20809723,5.017279836,9.060795734,9.389072159,8.65381979,NA,2.302585093,NA,7.579678822,NA,NA,4.394449155,7.341483852,5.991464546
1994,AGWT,NA,NA,6.098074282,5.568344503,5.12396398,7.616283561,9.117237755,7.707512194,7.267525427,8.938006576,8.951828676,8.283999304,12.04696554,9.967682265,11.72418265,7.368970402,8.459140261,10.15003508,8.322151069,NA,NA,NA,7.667626092,NA,NA,4.912654885,7.875499293,5.786897381
1995,AGWT,8.699681402,NA,6.513230112,NA,4.499809669,8.95751051,7.91971976,6.620073206,5.081404365,9.838095334,9.233861567,NA,11.98542597,9.428833125,11.72097162,6.326149473,5.209486153,9.149528232,8.988570877,NA,NA,NA,8.610501369,NA,2.564949357,5.993961428,7.872836176,5.579729826
1996,AGWT,10.62864199,5.303304907,7.288244401,3.713572067,2.397895272,10.04763119,7.944846711,5.513428747,4.828313737,10.38083912,8.582044164,8.432724035,12.26727592,9.963217656,12.17762173,6.857514063,6.466144724,9.047821443,8.641179171,NA,NA,NA,7.448333861,NA,NA,5.442417711,8.206310726,5.361292165
1997,AGWT,8.412054873,3.044522438,4.672828835,NA,3.332204509,10.09909545,7.186144305,6.448889393,3.931825632,10.8882777,7.62266395,7.4465851,11.78770465,9.390158798,11.68706363,7.964503364,8.078998259,10.44961275,8.532869671,NA,NA,NA,8.048788285,NA,NA,4.510859506,7.785720897,6.648984549
1998,AGWT,NA,NA,3.951243719,1.609437912,3.784189633,7.151485463,6.792344427,7.062191632,3.258096538,8.920121752,7.814399633,7.564238476,12.28296887,9.40516675,12.59541176,7.121252454,9.223552704,10.90634123,8.35585004,NA,NA,NA,9.035391568,NA,NA,5.081404365,7.535296702,6.67076632
1999,AGWT,NA,1.945910149,4.727387818,NA,3.850147602,6.647688373,6.463029458,7.972810785,4.564348191,9.068892008,7.633853561,NA,12.12186461,9.564652527,11.64453251,NA,8.504513138,10.07407385,9.25157828,NA,NA,NA,9.111403623,NA,NA,5.564520407,6.797940414,5.880532987
2000,AGWT,8.006700844,2.079441542,4.624972814,4.553876891,3.36729583,9.112286432,6.431331082,5.739792912,4.382026635,9.684958339,8.428143374,6.989335266,12.22230518,9.783464511,12.1995313,5.513428747,7.035268598,10.6352543,8.782169426,NA,NA,6.196444128,8.540128163,7.857480786,3.583518939,5.017279836,7.532623619,6.29156914
2001,AGWT,NA,NA,4.962844629,NA,4.442651257,7.626082757,7.115582126,6.350885717,4.753590191,9.076351732,6.952728646,6.570882963,12.42634408,9.45532369,12.17955412,5.613128107,7.265429722,10.63698462,8.527935289,NA,NA,6.728628612,7.055312843,4.174387271,3.891820298,4.875197324,8.153349758,7.057036982
2002,AGWT,NA,NA,5.521460919,NA,4.927253684,9.122710622,7.771067086,7.333023015,5.918893855,7.963112059,8.838986793,8.086102535,11.62461889,7.69575799,11.28421645,7.293697721,7.812782818,10.35242713,8.824530821,NA,1.098612289,4.189654743,7.302496424,7.697121318,3.891820298,3.931825632,7.840706451,4.343805421
2003,AGWT,11.06665399,3.465735902,5.808142491,NA,NA,9.107642975,7.201170884,6.021023349,2.63905733,9.541081933,8.048468743,8.33710913,11.5671011,8.911529942,11.89969014,4.043051269,8.695841344,10.56439559,8.508354243,NA,4.025351691,7.313886831,6.561030666,7.812378205,NA,4.110873864,8.025843344,4.143134725
2004,AGWT,9.546884036,NA,NA,NA,4.077537445,8.50228258,8.817445921,4.770684624,3.36729583,8.51519119,8.18339737,7.347943824,11.63746783,9.048174321,11.84162471,6.538139823,6.97354302,4.812184354,9.304377015,NA,NA,6.398594935,5.303304907,7.588829878,NA,4.510859506,8.01069154,6.159095389
2005,AGWT,11.22525673,NA,5.998936562,NA,NA,9.024613023,8.979794491,6.416732282,4.20469262,10.17141325,7.233455418,8.379079888,12.38239709,8.646465526,11.76139363,3.970291914,7.490529402,10.80098275,10.37270963,NA,4.605170186,6.498282149,8.167068178,7.654917047,4.510859506,5.690359454,8.739536423,5.888877959
2006,AGWT,9.323758338,NA,5.64190707,3.637586161,3.258096538,9.638870753,7.35308192,5.774551546,5.857933154,9.403766709,7.847762537,8.757626411,11.91549973,8.925055423,12.33414479,4.753590191,8.304494898,10.9694389,10.20114471,NA,2.890371758,3.258096538,6.98100574,7.353722331,4.394449155,6.423246963,7.832807516,5.062595033
2007,AGWT,9.105090962,NA,4.905274777,NA,3.258096538,7.916807492,8.14786713,6.023447594,3.044522438,10.38908767,8.361240889,8.10952566,12.37895816,9.51775154,12.37321288,5.673323267,7.631431665,10.38198625,10.19133211,1.098612289,3.36729583,5.620400866,7.043159917,8.024534873,NA,3.258096538,7.807103291,4.532599494
2008,AGWT,NA,4.234106505,3.713572067,NA,NA,8.095293778,6.423246963,5.686975356,2.397895272,8.560635748,7.796057975,NA,12.14778654,9.501889957,12.58073828,6.137727054,8.698681066,10.67593101,9.478610242,NA,4.007333184,NA,8.082093278,7.83636976,3.583518939,4.394449155,7.474204806,5.710427017
2009,AGWT,NA,NA,3.332204509,NA,NA,5.932245187,8.321421587,7.070724108,3.931825632,8.626764827,6.818924065,6.758094503,12.05132929,10.12910803,12.56722007,5.978885766,9.369308003,11.00033161,9.565353936,NA,3.433987205,NA,6.444131256,6.548219104,3.044522438,4.753590191,7.478169694,3.526360525
2010,AGWT,NA,0.693147181,3.970291914,1.38629436,NA,5.831882477,7.409136443,7.935945103,3.713572067,8.250881145,8.084562416,8.469891917,11.98480234,6.806829359,12.44664739,5.236441962,9.076351732,10.96439798,9.025455534,NA,3.713572067,NA,7.059617628,7.104144092,3.931825632,3.044522438,6.11368218,4.615120517
2011,AGWT,NA,NA,NA,NA,3.465735902,7.973155433,8.371242135,6.820016365,2.564949357,8.508354243,8.510571315,NA,12.48505953,5.700443573,12.27228165,6.584791392,9.042513261,9.831830421,9.40360187,1.38629436,2.772588723,NA,6.620073206,8.553717965,NA,4.33073334,7.635786862,2.079441542
2012,AGWT,7.601402335,NA,NA,NA,4.663439094,7.736743682,8.000014094,5.768320995,6.104793232,9.031333315,8.50106381,NA,12.32872381,9.439465996,11.99779308,5.58349631,8.247482004,9.261793653,9.333177282,NA,3.433987205,NA,6.386879319,6.67708346,NA,4.912654885,7.236339343,5.84932478
2013,AGWT,NA,NA,NA,NA,4.20469262,5.983936281,8.619027496,5.707110266,2.397895272,5.272999558,5.420534999,NA,12.20727692,10.13149923,10.80466465,NA,7.606387391,8.680162019,9.028218795,2.197224576,1.098612289,NA,8.217978203,NA,NA,3.433987205,5.463831805,4.663439094
2014,AGWT,NA,NA,NA,NA,3.637586161,8.445267453,6.803505258,5.198497032,4.634728989,7.127693699,7.614312147,NA,12.10616943,9.803059298,10.71736896,NA,8.169336397,8.018296138,9.406811351,NA,1.609437912,NA,6.142037406,5.446737372,NA,5.170483995,3.36729583,4.007333184
2015,AGWT,7.090909821,NA,1.945910149,NA,3.526360525,8.184792654,6.830874235,3.737669617,7.662467815,7.743269701,7.462214939,NA,13.0786894,9.854402345,10.31916698,NA,8.778941881,9.191565217,9.930032109,NA,NA,NA,NA,NA,4.532599494,3.044522438,7.501082125,2.944438979
2016,AGWT,NA,NA,NA,NA,4.812184354,NA,NA,NA,NA,NA,6.22653667,NA,NA,NA,NA,NA,NA,NA,10.49960057,3.912023005,NA,NA,NA,NA,NA,NA,NA,NA
1955,MALL,8.819665348,NA,NA,NA,10.72952529,9.098514558,6.388561406,NA,NA,9.599066156,12.54281984,8.160803921,12.88267623,10.21122957,11.29251567,7.214504415,8.946374826,NA,10.97382039,10.66890888,NA,5.831882477,8.442900587,5.247024072,NA,5.361292165,9.198874894,8.651374373
1956,MALL,9.187992508,NA,NA,NA,9.62370751,8.935508711,7.807510043,NA,NA,11.38368201,12.33065474,6.598509029,13.35479328,8.452334618,11.15050548,7.450660795,8.605570302,NA,10.81915809,9.642577232,NA,5.659482216,7.688455357,5.796057751,NA,6.481577129,9.385217623,7.568379268
1957,MALL,9.99355675,NA,NA,NA,10.36448197,9.132595023,6.828712071,NA,NA,10.52099482,12.8687168,6.216606101,12.58211581,10.41451316,10.28806945,7.924795915,9.031333315,NA,10.72254025,10.236597,NA,6.68959927,7.57147365,5.758901773,NA,6.836259277,9.226804097,9.378901012
1958,MALL,10.95161324,NA,NA,NA,10.09381861,10.06207125,6.857514063,NA,NA,10.8480936,13.28717418,5.225746673,13.36130626,10.11127378,10.19682858,8.073714641,9.565283818,NA,10.64735161,10.61584895,NA,5.327876168,6.926577033,6.234410725,NA,7.106606138,9.466609173,9.151227107
1959,MALL,11.32812484,NA,NA,NA,10.33912616,10.69695507,7.465082736,NA,NA,10.44450285,13.43073886,6.516193076,13.21885649,10.98021204,11.58850592,8.350666239,9.188197008,NA,10.76358881,10.35758408,NA,7.142036575,7.681099001,7.344719053,NA,8.123854263,6.994849987,7.514254652
1960,MALL,9.601774167,NA,NA,NA,9.462498888,9.721665872,7.387709238,NA,NA,9.693815354,13.41165565,4.510859506,12.60638115,9.934792402,11.98641676,7.824445931,8.453401058,NA,11.05939343,9.566965315,8.51998928,6.496774989,8.058960019,7.177018767,7.215239978,8.707648249,6.486160788,8.18311808
1961,MALL,10.26248979,NA,NA,NA,9.563107691,8.826147399,9.720885956,NA,NA,10.20040188,13.37207252,5.905361847,12.32370456,10.00220102,10.83034229,8.409830673,8.616857515,NA,10.97421464,9.975947739,8.454679286,6.580639138,6.961296047,6.591673731,8.478660242,6.439350371,8.011686729,8.141189792
1962,MALL,9.6162054,NA,NA,NA,9.220290703,8.867990899,7.396948603,NA,NA,9.630825447,13.44737158,6.033086222,12.64484357,9.576648766,11.21318431,8.522578663,8.850947452,NA,11.27732971,10.39513036,8.276394704,5.97635091,7.543273347,6.910750788,7.158513998,6.315358001,7.143617603,7.828834527
1963,MALL,11.68079306,NA,NA,NA,9.539572174,8.761236807,7.558516743,NA,NA,10.55011948,13.6750961,7.208600338,12.66722787,10.01561015,10.67699278,8.326274787,8.844047898,NA,10.75124245,10.88807225,7.143617603,7.484930282,7.767687278,6.939253945,7.918628652,7.735433352,6.685860947,7.60339934
1964,MALL,10.51039578,NA,NA,NA,9.771726022,9.723942138,8.263848132,NA,NA,9.726392314,13.7605833,5.036952603,12.40697468,10.04979326,11.52583182,7.581209827,9.032170187,NA,10.92339929,10.51096791,8.436416882,7.799753318,7.201916318,6.906754778,6.683360945,7.844240719,7.164720379,8.843037724
1965,MALL,NA,NA,NA,NA,10.08351481,9.434523384,8.627123252,11.98506431,9.041329829,10.29960915,12.89082721,NA,NA,NA,NA,NA,NA,11.01148896,10.20084764,10.70214274,8.025516386,7.039660349,7.778211473,6.498282149,6.137727054,7.746300663,6.9902565,7.987184748
1966,MALL,10.67915897,NA,NA,NA,NA,9.888424675,8.227108234,11.96308347,9.759328457,10.33397042,13.30933411,5.141663556,11.77402739,10.38470927,11.11810352,8.228710799,8.357024439,10.5406991,10.807159,NA,7.228388453,7.779885114,7.550135343,6.603943825,7.313886831,6.685860947,7.454141079,7.981391582
1967,MALL,9.663070672,NA,NA,NA,10.6966158,9.894900792,7.610852789,NA,NA,8.26178468,13.44660252,7.748891338,12.32220543,9.104201775,10.59041543,8.4945385,9.038958756,NA,10.48589868,10.63506186,7.218176838,7.241366283,8.187299271,6.109247583,8.748463631,7.643003635,7.586296307,6.685860947
1968,MALL,10.00608927,6.889591309,12.94803618,10.93684996,10.65128863,8.849513966,8.19174002,10.68807379,9.235520671,8.847647355,13.58867896,5.010635294,11.90958525,10.28721817,11.04149682,8.001019962,7.613324981,10.95133273,11.20194747,10.34041903,7.797702037,6.914730894,8.341648619,NA,8.399085102,7.037905963,5.84932478,NA
1969,MALL,8.773384597,6.309918277,12.88348163,11.16489873,9.786728992,8.810757927,6.210600078,11.28424159,8.472405009,9.613335766,12.89874972,6.028278521,12.29190625,7.724004658,10.47194981,8.090095784,8.080546966,9.562615651,11.02351881,10.66401297,7.932003153,7.224753405,7.859026979,5.062595033,8.810310465,6.74051936,7.892078421,8.121480376
1970,MALL,8.81774213,7.606387391,13.09769151,11.61661859,9.956174875,8.885717652,7.862882036,11.38011381,8.085178747,9.321523901,13.46344782,5.831882477,12.58110604,12.12169054,11.2735382,NA,7.560601163,10.93448103,10.98974044,10.75943362,6.886531643,6.741700694,8.248790734,5.968707559,9.146335041,6.97354302,8.478868078,9.381516717
1971,MALL,8.80762149,7.127693699,13.21523787,10.99277315,9.954085606,8.789050713,7.270312886,11.56759356,7.57198845,8.11939859,13.17126401,5.886104032,13.64909109,10.54286469,11.44449672,2.564949357,7.530479995,11.11807384,11.44527812,10.40595837,NA,7.047517221,8.033658429,6.150602769,7.87397838,7.645875825,9.256746746,8.531490496
1972,MALL,7.208600338,5.802118376,13.76478868,9.710448771,9.915514934,8.458716261,7.854769183,11.2920668,8.295548516,10.06441522,13.25657954,5.92157842,13.21096199,9.509036566,11.3546446,NA,7.716906135,11.47483931,11.46697576,10.37189616,7.311218384,7.162397497,8.099554283,6.882437472,9.46070991,6.873163833,7.561121589,8.894670264
1973,MALL,7.955425088,3.931825632,13.18414686,10.4561075,10.24487625,8.567125561,6.73459166,11.39748094,7.183111702,9.683962448,13.04517127,NA,12.42011894,8.218247926,11.16324032,NA,6.792344427,12.00587628,11.07271362,9.906732283,7.683403681,5.755742214,7.631431665,6.586171656,9.283869605,5.620400866,7.713337888,9.106090351
1974,MALL,8.273846933,2.397895272,12.79679112,10.82071784,9.405413613,8.699348068,7.255591273,10.31071777,7.25841215,9.317309592,12.76047774,6.28971557,13.06919675,8.812248017,10.96007921,NA,7.003974137,11.30091966,10.52306892,6.870053412,7.344719053,NA,7.946617564,4.262679878,9.518560095,6.436150369,8.38867777,7.649216321
1975,MALL,8.839421607,6.347389209,12.07026438,9.82703838,10.53201621,8.834336974,8.284251797,11.48253842,8.510369966,10.0475879,12.51889967,6.514712691,12.93475829,9.915514934,11.36490098,NA,6.924612396,10.46090092,10.43860571,6.904750769,7.202661197,3.433987205,7.550135343,NA,9.338205743,6.59441346,8.034955023,6.763884909
1976,MALL,10.46698152,5.017279836,12.36237957,10.32554753,10.13844109,9.315690889,7.340186836,11.88712004,9.459463512,9.589872097,12.80072182,5.442417711,12.51787156,9.365718869,11.08423267,NA,6.716594773,10.37339743,11.48453628,7.894318065,5.752572639,NA,6.698268054,NA,9.105090962,7.04838641,8.07589363,8.949754526
1977,MALL,10.62135174,6.364750756,12.27116258,10.6928763,10.84918174,9.182763604,6.928537818,11.69402961,9.405989388,9.628787515,12.36682577,6.820016365,12.22695802,10.8030593,11.46364068,NA,7.17472431,11.5160107,11.11620204,8.945202265,7.387090236,NA,6.908754778,NA,8.770128527,6.769641977,8.257904193,9.640302952
1978,MALL,10.53145601,5.463831805,12.9688858,11.28113211,9.560081332,8.774467602,7.359467638,11.53822277,8.679482094,9.59940506,12.30836747,5.63835467,12.70582013,8.743691111,10.60177152,NA,7.095064378,11.14915397,11.18201573,9.340315447,7.715569535,5.303304907,6.919683851,NA,8.976262256,6.59441346,8.162231066,9.313167681
1979,MALL,9.08262063,5.831882477,12.47799874,11.23709291,9.721905723,8.497194546,7.259116128,11.23428242,8.646113972,9.27322127,12.39227002,6.006353161,12.32114534,10.6254894,10.79550608,NA,8.150756469,11.57924677,10.90419296,8.67675776,NA,4.615120517,8.802372133,NA,8.558910785,6.255750041,7.358193754,5.58349631
1980,MALL,11.27544209,5.225746673,12.89634068,11.53548898,10.64012517,8.927446817,7.523481313,11.32962743,9.45969733,9.644133751,12.72450328,6.692083743,12.60012622,8.762646031,10.56439559,NA,7.793999091,11.79140533,11.54780021,8.747987401,NA,5.831882477,9.347664562,NA,9.442879645,6.786716951,8.653994233,6.146329259
1981,MALL,10.65998505,5.929589144,12.18834646,11.67022831,11.06696643,9.646076003,6.685860947,12.10268795,9.431000843,10.62970677,13.20545927,5.902633332,12.47461395,9.933337573,10.28349809,6.175867269,7.293697721,10.61783345,11.002683,9.648788832,NA,NA,8.179480185,NA,8.173011311,7.391415235,5.446737372,9.374158456
1982,MALL,11.08023303,7.841492925,11.74843227,10.22578842,10.27698028,8.674367866,6.11146734,13.24082352,8.378620541,9.42238253,12.98252643,6.338594078,12.70262996,7.955425088,10.26154654,6.133398042,7.523481313,10.33387289,10.62898091,8.189799618,7.932362154,NA,6.989335266,NA,7.307202314,6.933423026,8.383661798,7.661997558
1983,MALL,10.75472763,6.440946541,12.6516555,10.12210086,10.44752549,9.321613375,6.857514063,13.05605903,8.250097752,10.03073675,13.13455278,5.398162702,12.27502018,8.835064936,10.07137206,6.284134162,7.182352111,9.70369425,10.47503191,9.708931457,8.149023869,NA,6.907755279,NA,7.865571757,6.997595983,8.118207051,9.080687164
